,Date,Adj Close,Close,High,Low,Open,Volume
0,2024-01-02,288.66766357421875,297.3900146484375,300.6499938964844,287.2799987792969,287.2799987792969,3374900
1,2024-01-03,291.870849609375,300.69000244140625,303.25,297.04998779296875,300.04998779296875,2771500
2,2024-01-04,294.2781677246094,303.1700134277344,305.0899963378906,298.5899963378906,301.5,3357900
3,2024-01-05,294.1131591796875,303.0,303.5299987792969,299.760009765625,302.20001220703125,1874400
4,2024-01-08,301.76202392578125,310.8800048828125,311.04998779296875,300.3500061035156,301.4700012207031,3467700
5,2024-01-09,298.2481994628906,307.260009765625,309.9700012207031,305.94000244140625,308.0199890136719,2603700
6,2024-01-10,295.6370849609375,304.57000732421875,307.6400146484375,304.2699890136719,307.1600036621094,2210900
7,2024-01-11,294.210205078125,303.1000061035156,304.6099853515625,300.0,303.42999267578125,2137100
8,2024-01-12,297.5202331542969,306.510009765625,306.95001220703125,303.3999938964844,305.239990234375,1567900
9,2024-01-16,294.57904052734375,303.4800109863281,308.0,301.17999267578125,306.510009765625,1996300
10,2024-01-17,295.16143798828125,304.0799865722656,304.6300048828125,301.1000061035156,302.4599914550781,2210400
11,2024-01-18,295.5594177246094,304.489990234375,305.6499938964844,299.54998779296875,302.25,2357000
12,2024-01-19,298.78204345703125,307.80999755859375,309.0899963378906,301.1099853515625,304.7300109863281,2565900
13,2024-01-22,301.0631408691406,310.1600036621094,312.1600036621094,306.6000061035156,308.70001220703125,2599900
14,2024-01-23,300.8204650878906,309.9100036621094,311.29998779296875,309.1000061035156,309.5299987792969,1775400
15,2024-01-24,296.5398254394531,305.5,312.45001220703125,305.239990234375,309.9200134277344,1954200
16,2024-01-25,301.16021728515625,310.260009765625,310.32000732421875,305.70001220703125,308.7200012207031,2005400
17,2024-01-26,302.62591552734375,311.7699890136719,312.0199890136719,309.8599853515625,310.57000732421875,2035800
18,2024-01-29,304.25665283203125,313.45001220703125,313.6199951171875,309.8900146484375,311.44000244140625,2447600
19,2024-01-30,305.3923034667969,314.6199951171875,314.9200134277344,310.5199890136719,312.5299987792969,2637000
20,2024-01-31,305.04290771484375,314.260009765625,316.6400146484375,312.6199951171875,316.0,3456700
21,2024-02-01,315.0408020019531,324.55999755859375,324.82000732421875,313.70001220703125,314.5,3883200
22,2024-02-02,313.7109680175781,323.19000244140625,325.7699890136719,320.75,323.6400146484375,2585600
23,2024-02-05,312.5267639160156,321.9700012207031,329.7200012207031,317.7099914550781,323.5299987792969,3563300
24,2024-02-06,306.7998352050781,316.07000732421875,326.9599914550781,314.75,325.3999938964844,5767400
25,2024-02-07,287.1922607421875,295.8699951171875,315.510009765625,295.2699890136719,315.510009765625,8411300
26,2024-02-08,286.20220947265625,294.8500061035156,298.0,288.7799987792969,297.0,5946100
27,2024-02-09,282.5815734863281,291.1199951171875,295.0,289.7099914550781,294.8500061035156,3341100
28,2024-02-12,285.79449462890625,294.42999267578125,294.6000061035156,288.8599853515625,289.9700012207031,3298500
29,2024-02-13,281.9603576660156,290.4800109863281,295.5199890136719,286.8900146484375,294.6099853515625,3610100
