,Date,Adj Close,Close,High,Low,Open,Volume
0,2024-01-02,368.11724853515625,370.8699951171875,375.8999938964844,366.7699890136719,373.8599853515625,25258600
1,2024-01-03,367.8492431640625,370.6000061035156,373.260009765625,368.510009765625,369.010009765625,23083500
2,2024-01-04,365.208984375,367.94000244140625,373.1000061035156,367.1700134277344,370.6700134277344,20901500
3,2024-01-05,365.02044677734375,367.75,372.05999755859375,366.5,368.9700012207031,20987000
4,2024-01-08,371.9089050292969,374.69000244140625,375.2000122070313,369.010009765625,369.2999877929687,23134000
5,2024-01-09,373.0007629394531,375.7900085449219,375.989990234375,371.19000244140625,372.010009765625,20830000
6,2024-01-10,379.9289245605469,382.7699890136719,384.1700134277344,376.3200073242187,376.3699951171875,25514200
7,2024-01-11,381.7751159667969,384.6300048828125,390.6799926757813,380.3800048828125,386.0,27850800
8,2024-01-12,385.5866394042969,388.4700012207031,388.6799926757813,384.6499938964844,385.489990234375,21645700
9,2024-01-16,387.3732604980469,390.2699890136719,394.0299987792969,387.6199951171875,393.6600036621094,27202300
10,2024-01-17,386.5791931152344,389.4700012207031,390.1099853515625,384.80999755859375,387.9800109863281,22234100
11,2024-01-18,390.946533203125,393.8699951171875,393.989990234375,390.1199951171875,391.7200012207031,23392100
12,2024-01-19,395.7109680175781,398.6700134277344,398.6700134277344,393.5,395.760009765625,29272000
13,2024-01-22,393.5669250488281,396.510009765625,400.6199951171875,393.5899963378906,400.0199890136719,27016900
14,2024-01-23,395.939208984375,398.8999938964844,399.3800048828125,393.9299926757813,395.75,20525900
15,2024-01-24,399.572021484375,402.55999755859375,405.6300048828125,400.4500122070313,401.5400085449219,24867000
16,2024-01-25,401.8649291992187,404.8699951171875,407.010009765625,402.5299987792969,404.3200073242187,21021200
17,2024-01-26,400.931884765625,403.9299926757813,406.1700134277344,402.4299926757813,404.3699951171875,17803300
18,2024-01-29,406.6788940429687,409.7200012207031,409.9800109863281,404.3299865722656,406.05999755859375,24510200
19,2024-01-30,405.5572814941406,408.5899963378906,413.0499877929687,406.4500122070313,412.260009765625,33477600
20,2024-01-31,394.6290283203125,397.5799865722656,415.3200073242187,397.2099914550781,406.9599914550781,47871100
21,2024-02-01,400.7830200195313,403.7799987792969,408.0,401.7999877929687,401.8299865722656,30657700
22,2024-02-02,408.1677856445313,411.2200012207031,412.6499938964844,403.55999755859375,403.80999755859375,28245000
23,2024-02-05,402.6391296386719,405.6499938964844,411.1600036621094,403.989990234375,409.8999938964844,25352300
24,2024-02-06,402.4802856445313,405.489990234375,407.9700012207031,402.9100036621094,405.8800048828125,18382600
25,2024-02-07,410.9767150878906,414.0499877929687,414.2999877929687,407.3999938964844,407.44000244140625,22340500
26,2024-02-08,411.0363159179687,414.1099853515625,415.55999755859375,412.5299987792969,414.0499877929687,21225300
27,2024-02-09,417.4284973144531,420.5499877929687,420.8200073242187,415.0899963378906,415.25,22032800
