,Date,Adj Close,Close,High,Low,Open,Volume
0,2024-01-02,531.0258178710938,539.3400268554688,539.6599731445312,526.6699829101562,526.8400268554688,3415700
1,2024-01-03,533.6743774414062,542.030029296875,546.7899780273438,539.47998046875,543.0399780273438,2891400
2,2024-01-04,537.0121459960938,545.4199829101562,549.0,543.0,545.0,2994400
3,2024-01-05,529.0960083007812,537.3800048828125,547.0,533.72998046875,547.0,2815400
4,2024-01-08,528.2493896484375,536.52001953125,540.25,528.0,539.4000244140625,2648900
5,2024-01-09,530.07080078125,538.3699951171875,539.6099853515625,532.3300170898438,538.0,2677000
6,2024-01-10,529.3519897460938,537.6400146484375,541.2000122070312,536.1500244140625,538.0999755859375,2180000
7,2024-01-11,531.360595703125,539.6799926757812,540.1599731445312,534.530029296875,536.1300048828125,2814100
8,2024-01-12,513.470703125,521.510009765625,528.47998046875,513.1300048828125,518.8599853515625,6325800
9,2024-01-16,511.1471557617187,519.1500244140625,524.5,516.5499877929688,523.7100219726562,3736700
10,2024-01-17,516.8477783203125,524.9400024414062,530.6599731445312,520.0,521.280029296875,3791300
11,2024-01-18,508.38037109375,516.3400268554688,516.8400268554688,497.4599914550781,505.2300109863281,7367000
12,2024-01-19,495.7973937988281,503.55999755859375,517.5499877929688,501.8200073242187,515.0,6141600
13,2024-01-22,505.0820007324219,512.989990234375,513.5700073242188,496.5,503.94000244140625,5922900
14,2024-01-23,507.5730590820313,515.52001953125,518.0800170898438,512.0800170898438,512.5,2672900
15,2024-01-24,505.3183288574219,513.22998046875,521.72998046875,512.9500122070312,517.9000244140625,2918800
16,2024-01-25,485.79400634765625,493.3999938964844,495.510009765625,479.0,487.5899963378906,14671000
17,2024-01-26,495.4429626464844,503.2000122070313,503.69000244140625,489.8999938964844,493.2799987792969,6212200
18,2024-01-29,496.7622985839844,504.5400085449219,506.510009765625,501.1499938964844,503.1099853515625,4554100
19,2024-01-30,495.84661865234375,503.6099853515625,506.0499877929687,499.2200012207031,504.5400085449219,4931200
20,2024-01-31,503.8512878417969,511.739990234375,515.0,504.510009765625,504.510009765625,5358100
21,2024-02-01,499.3222351074219,507.1400146484375,510.2200012207031,503.0,508.8299865722656,4242600
22,2024-02-02,502.3645935058594,510.2300109863281,512.9099731445312,505.3900146484375,508.25,3804500
23,2024-02-05,495.2066345214844,502.9599914550781,514.2000122070312,500.0499877929687,509.9599914550781,3646300
24,2024-02-06,502.7978210449219,510.6700134277344,510.94000244140625,502.4500122070313,503.94000244140625,2745400
25,2024-02-07,511.3834228515625,519.3900146484375,521.0,512.6900024414062,514.010009765625,4109100
26,2024-02-08,512.0725708007812,520.0900268554688,522.1599731445312,517.280029296875,520.6300048828125,3343000
27,2024-02-09,510.2313537597656,518.219970703125,520.3900146484375,516.2899780273438,518.989990234375,2715400
28,2024-02-12,509.660400390625,517.6400146484375,518.989990234375,512.8099975585938,518.219970703125,3194000
29,2024-02-13,508.8825073242187,516.8499755859375,526.9299926757812,514.2100219726562,522.0,3436000
30,2024-02-14,508.97119140625,516.9400024414062,518.530029296875,514.2899780273438,515.260009765625,1918500
31,2024-02-15,512.850341796875,520.8800048828125,521.75,515.7999877929688,517.3400268554688,2292100
32,2024-02-16,513.5100708007812,521.5499877929688,523.7899780273438,518.8900146484375,522.2999877929688,2135500
33,2024-02-20,513.0276489257812,521.0599975585938,525.3699951171875,519.4099731445312,524.2100219726562,2600200
34,2024-02-21,513.9235229492188,521.969970703125,523.6900024414062,517.5399780273438,523.6699829101562,2095900
35,2024-02-22,518.3837890625,526.5,526.739990234375,518.5900268554688,524.2000122070312,3186800
36,2024-02-23,519.1123657226562,527.239990234375,530.5,524.1599731445312,526.75,2502000
37,2024-02-26,517.221923828125,525.3200073242188,532.8099975585938,524.3099975585938,528.3200073242188,2308900
38,2024-02-27,505.5054016113281,513.4199829101562,525.5900268554688,512.0499877929688,524.760009765625,3780600
39,2024-02-28,490.5988159179687,498.2799987792969,498.5499877929687,484.3900146484375,495.44000244140625,9558600
40,2024-02-29,485.9909057617187,493.6000061035156,501.75,491.6000061035156,498.5,6833200
41,2024-03-01,481.9837036132813,489.5299987792969,490.0199890136719,477.25,489.4200134277344,7312200
42,2024-03-04,474.4417419433594,481.8699951171875,487.0400085449219,480.1000061035156,483.239990234375,5239800
43,2024-03-05,465.8561706542969,473.1499938964844,482.8999938964844,470.6199951171875,482.3900146484375,5296200
44,2024-03-06,465.3146667480469,472.6000061035156,479.7999877929687,468.19000244140625,474.44000244140625,5577500
45,2024-03-07,471.3993835449219,478.7799987792969,481.19000244140625,473.6000061035156,474.0,5102000
46,2024-03-08,471.07318115234375,476.5700073242187,484.25,474.7699890136719,478.3299865722656,4672600
47,2024-03-11,483.5080871582031,489.1499938964844,490.30999755859375,476.0,477.0,4410100
48,2024-03-12,483.7057800292969,489.3500061035156,492.2799987792969,487.3500061035156,488.1300048828125,4153800
49,2024-03-13,482.3713684082031,488.0,496.0,485.3299865722656,493.5199890136719,3669000
50,2024-03-14,483.3598327636719,489.0,489.6799926757813,485.19000244140625,488.7200012207031,3378500
51,2024-03-15,485.1588439941406,490.8200073242187,491.2200012207031,487.4500122070313,487.4500122070313,5712300
52,2024-03-18,481.4323120117187,487.0499877929687,492.1000061035156,486.3800048828125,492.1000061035156,2970500
53,2024-03-19,487.6300048828125,493.3200073242187,493.44000244140625,487.7900085449219,489.6700134277344,2511700
