,Date,Adj Close,Close,High,Low,Open,Volume
0,2024-01-02,379.11627197265625,388.2999877929687,389.1400146484375,382.19000244140625,383.0,2263100
1,2024-01-03,372.76025390625,381.7900085449219,385.3999938964844,376.760009765625,383.8800048828125,2265300
2,2024-01-04,373.8928527832031,382.9500122070313,387.0899963378906,381.9500122070313,383.5499877929687,1618300
3,2024-01-05,377.30023193359375,386.44000244140625,389.4700012207031,381.0799865722656,381.9200134277344,2913900
4,2024-01-08,379.6629943847656,388.8599853515625,389.0799865722656,382.0299987792969,385.9700012207031,1902600
5,2024-01-09,374.6640930175781,383.739990234375,385.9500122070313,381.7699890136719,384.6000061035156,1708800
6,2024-01-10,372.9262390136719,381.9599914550781,383.0499877929687,378.5299987792969,381.3500061035156,1547300
7,2024-01-11,370.7684631347656,379.75,380.9800109863281,374.6799926757813,380.8900146484375,2209900
8,2024-01-12,368.8157958984375,377.75,385.8500061035156,376.5799865722656,383.3399963378906,2223100
9,2024-01-16,371.4519348144531,380.4500122070313,385.010009765625,374.3200073242187,378.3599853515625,3926600
10,2024-01-17,368.25927734375,377.1799926757813,380.2000122070313,374.1300048828125,375.2000122070313,2415100
11,2024-01-18,367.99566650390625,376.9100036621094,381.6400146484375,374.55999755859375,380.3299865722656,1771200
12,2024-01-19,373.1605529785156,382.2000122070313,383.2999877929687,372.0700073242187,376.7300109863281,2598700
13,2024-01-22,376.83160400390625,385.9599914550781,392.7300109863281,384.55999755859375,386.3599853515625,2922700
14,2024-01-23,371.7643737792969,380.7699890136719,383.3599853515625,378.6300048828125,379.9800109863281,3313300
15,2024-01-24,370.4267272949219,379.3999938964844,384.6099853515625,379.1799926757813,381.80999755859375,2235800
16,2024-01-25,373.6487121582031,382.7000122070313,386.7099914550781,382.010009765625,382.69000244140625,2376300
17,2024-01-26,368.8548278808594,377.7900085449219,380.8999938964844,376.75,378.6499938964844,3464700
18,2024-01-29,371.559326171875,380.55999755859375,380.8399963378906,374.239990234375,375.8900146484375,1632300
19,2024-01-30,377.7200927734375,386.8699951171875,387.9200134277344,381.5899963378906,384.0,3897900
20,2024-01-31,374.927734375,384.010009765625,393.9100036621094,383.7000122070313,386.0,3421100
21,2024-02-01,374.7715148925781,383.8500061035156,389.5400085449219,378.7999877929687,384.4299926757813,2138500
22,2024-02-02,378.6866455078125,387.8599853515625,388.739990234375,380.6000061035156,381.7999877929687,2180900
23,2024-02-05,373.9611511230469,383.0199890136719,385.3299865722656,381.0,384.6000061035156,2231100
24,2024-02-06,375.884521484375,384.989990234375,386.8200073242187,383.0,383.0199890136719,1487800
25,2024-02-07,377.5150451660156,386.6600036621094,387.0700073242187,382.5,385.30999755859375,1963200
