,Date,Adj Close,Close,High,Low,Open,Volume
0,2024-01-02,287.037109375,292.7099914550781,296.6400146484375,291.3500061035156,293.42999267578125,2433100
1,2024-01-03,278.79010009765625,284.29998779296875,288.92999267578125,283.32000732421875,288.3900146484375,3043400
2,2024-01-04,280.5552062988281,286.1000061035156,288.2200012207031,283.7900085449219,284.4100036621094,2995400
3,2024-01-05,283.3303527832031,288.92999267578125,291.0,285.4700012207031,286.25,2684800
4,2024-01-08,286.5860595703125,292.25,292.67999267578125,285.239990234375,287.55999755859375,2369100
5,2024-01-09,286.6252746582031,292.2900085449219,292.3599853515625,288.0,289.2300109863281,1974500
6,2024-01-10,287.6647033691406,293.3500061035156,294.54998779296875,291.4599914550781,292.1499938964844,2048000
7,2024-01-11,286.39971923828125,292.05999755859375,295.6000061035156,289.4100036621094,294.6000061035156,1941400
8,2024-01-12,284.78167724609375,290.4100036621094,295.8299865722656,288.92999267578125,295.2699890136719,1955600
9,2024-01-16,281.6632995605469,287.2300109863281,290.2099914550781,285.6000061035156,288.8800048828125,3140100
10,2024-01-17,273.2300109863281,278.6300048828125,282.0199890136719,276.94000244140625,278.8299865722656,3789200
11,2024-01-18,276.4366149902344,281.8999938964844,282.5299987792969,277.6600036621094,280.0199890136719,2479300
12,2024-01-19,281.0471496582031,285.2799987792969,286.0799865722656,278.95001220703125,282.32000732421875,3047700
13,2024-01-22,284.3868713378906,288.6700134277344,290.5899963378906,286.1000061035156,286.1000061035156,2072200
14,2024-01-23,284.54449462890625,288.8299865722656,292.8800048828125,287.5199890136719,290.5,1866300
15,2024-01-24,286.36700439453125,290.67999267578125,292.6099853515625,288.3399963378906,290.8399963378906,2765900
16,2024-01-25,296.30731201171875,300.7699890136719,303.30999755859375,293.1300048828125,294.0,4647100
17,2024-01-26,294.9872131347656,299.42999267578125,302.9800109863281,298.6600036621094,301.0,2920500
18,2024-01-29,298.75054931640625,303.25,303.70001220703125,297.45001220703125,299.0199890136719,2101400
19,2024-01-30,300.2381591796875,304.760009765625,305.7300109863281,300.510009765625,300.510009765625,2150200
20,2024-01-31,295.8541564941406,300.30999755859375,305.75,299.92999267578125,305.57000732421875,2813000
21,2024-02-01,303.1246337890625,307.69000244140625,308.07000732421875,301.94000244140625,303.239990234375,3196300
22,2024-02-02,310.41485595703125,315.0899963378906,317.3699951171875,306.0,307.0,4658800
23,2024-02-05,316.6312255859375,321.3999938964844,334.8699951171875,315.9100036621094,334.8699951171875,6557500
24,2024-02-06,317.9316711425781,322.7200012207031,327.42999267578125,319.07000732421875,323.19000244140625,2825700
25,2024-02-07,318.7887268066406,323.5899963378906,327.82000732421875,321.1000061035156,322.94000244140625,3203000
26,2024-02-08,317.22235107421875,322.0,326.42999267578125,321.4200134277344,324.6700134277344,1986100
27,2024-02-09,312.45416259765625,317.1600036621094,322.3299865722656,315.57000732421875,322.0,2823000
28,2024-02-12,316.85784912109375,321.6300048828125,323.0899963378906,316.510009765625,317.2099914550781,2483600
29,2024-02-13,308.1982727050781,312.8399963378906,316.0,310.7900085449219,315.7900085449219,2923200
30,2024-02-14,312.0108337402344,316.7099914550781,317.8500061035156,313.9700012207031,316.010009765625,1887100
31,2024-02-15,318.2764587402344,323.07000732421875,323.2099914550781,315.4599914550781,315.95001220703125,2362900
32,2024-02-16,317.1336975097656,321.9100036621094,328.29998779296875,321.44000244140625,323.7200012207031,2513200
33,2024-02-20,309.0848693847656,313.739990234375,319.0,312.739990234375,317.260009765625,2701600
34,2024-02-21,312.4344482421875,317.1400146484375,317.82000732421875,312.8999938964844,312.8999938964844,1780200
35,2024-02-22,317.3110046386719,322.0899963378906,323.3699951171875,320.3399963378906,321.0,1875800
36,2024-02-23,319.074462890625,323.8800048828125,325.0799865722656,322.04998779296875,323.0,1575000
37,2024-02-26,320.55218505859375,325.3800048828125,327.239990234375,322.25,323.6499938964844,1650000
38,2024-02-27,322.768798828125,327.6300048828125,327.95001220703125,323.7699890136719,326.9800109863281,1640900
39,2024-02-28,324.670166015625,329.55999755859375,331.67999267578125,326.989990234375,327.3900146484375,1471000
40,2024-02-29,329.0048522949219,333.9599914550781,334.8900146484375,330.1000061035156,331.0,2699800
41,2024-03-01,331.7042541503906,336.70001220703125,337.7699890136719,333.6000061035156,334.0,1815200
42,2024-03-04,333.6252746582031,338.6499938964844,340.260009765625,334.7900085449219,335.6000061035156,1551000
43,2024-03-05,328.58123779296875,333.5299987792969,338.989990234375,331.739990234375,335.4200134277344,2030000
44,2024-03-06,330.6501159667969,335.6300048828125,337.7300109863281,334.1600036621094,336.25,1542300
45,2024-03-07,335.1719970703125,340.2200012207031,342.3399963378906,338.42999267578125,338.510009765625,1732500
